name
ROLE_ADMINISTRATOR
ROLE_SERVICE_MANAGER
ROLE_CUSTOMER_SUPPORT_AGENT
ROLE_CHATBOT_TRAINER
ROLE_ANALYST
ROLE_UNAUTHENTICATED
